state,county,NHGISST,NHGISCTY,race,sex,birth_yr,bpl,n
California,Tulare,060,1070,5,1,1891,501,12
California,Tulare,060,1070,5,1,1892,501,13
California,Tulare,060,1070,5,1,1893,501,11
California,Tulare,060,1070,5,1,1894,501,11
California,Tulare,060,1070,5,1,1895,501,4
California,Tulare,060,1070,5,1,1896,501,17
California,Tulare,060,1070,5,1,1897,501,19
California,Tulare,060,1070,5,1,1898,501,18
California,Tulare,060,1070,5,1,1899,501,17
California,Tulare,060,1070,5,1,1900,15,3
California,Tulare,060,1070,5,1,1900,501,11
California,Tulare,060,1070,5,1,1901,15,1
California,Tulare,060,1070,5,1,1901,501,10
California,Tulare,060,1070,5,1,1902,6,1
California,Tulare,060,1070,5,1,1902,15,1
California,Tulare,060,1070,5,1,1902,501,9
California,Tulare,060,1070,5,1,1903,501,10
California,Tulare,060,1070,5,1,1904,501,6
California,Tulare,060,1070,5,1,1905,501,6
California,Tulare,060,1070,5,1,1906,6,2
California,Tulare,060,1070,5,1,1906,501,5
California,Tulare,060,1070,5,1,1907,6,4
California,Tulare,060,1070,5,1,1907,501,4
California,Tulare,060,1070,5,1,1908,501,1
California,Tulare,060,1070,5,1,1909,6,4
California,Tulare,060,1070,5,1,1909,150,1
California,Tulare,060,1070,5,1,1909,501,1
California,Tulare,060,1070,5,1,1910,6,4
California,Tulare,060,1070,5,1,1910,15,1
California,Tulare,060,1070,5,1,1910,53,1
California,Tulare,060,1070,5,1,1911,6,7
California,Tulare,060,1070,5,1,1912,6,6
California,Tulare,060,1070,5,1,1912,15,2
California,Tulare,060,1070,5,1,1912,501,1
California,Tulare,060,1070,5,1,1913,6,4
California,Tulare,060,1070,5,1,1913,15,3
California,Tulare,060,1070,5,1,1913,41,1
California,Tulare,060,1070,5,1,1913,53,2
California,Tulare,060,1070,5,1,1914,6,12
California,Tulare,060,1070,5,1,1914,53,1
California,Tulare,060,1070,5,1,1915,6,11
California,Tulare,060,1070,5,1,1916,6,12
California,Tulare,060,1070,5,1,1916,15,1
California,Tulare,060,1070,5,1,1916,53,1
California,Tulare,060,1070,5,1,1916,56,1
California,Tulare,060,1070,5,1,1917,6,16
California,Tulare,060,1070,5,1,1917,501,1
California,Tulare,060,1070,5,1,1918,6,21
California,Tulare,060,1070,5,1,1918,8,1
California,Tulare,060,1070,5,1,1918,15,1
California,Tulare,060,1070,5,1,1918,41,1
California,Tulare,060,1070,5,1,1918,53,1
California,Tulare,060,1070,5,1,1919,6,29
California,Tulare,060,1070,5,1,1919,15,1
California,Tulare,060,1070,5,1,1919,16,1
California,Tulare,060,1070,5,1,1919,41,1
California,Tulare,060,1070,5,1,1919,56,1
California,Tulare,060,1070,5,1,1920,6,29
California,Tulare,060,1070,5,1,1920,15,1
California,Tulare,060,1070,5,1,1920,53,1
California,Tulare,060,1070,5,1,1921,6,31
California,Tulare,060,1070,5,1,1921,15,1
California,Tulare,060,1070,5,1,1921,53,1
California,Tulare,060,1070,5,1,1921,501,1
California,Tulare,060,1070,5,1,1922,6,31
California,Tulare,060,1070,5,1,1922,8,1
California,Tulare,060,1070,5,1,1922,501,1
California,Tulare,060,1070,5,1,1923,6,32
California,Tulare,060,1070,5,1,1924,6,32
California,Tulare,060,1070,5,1,1924,31,1
California,Tulare,060,1070,5,1,1924,501,1
California,Tulare,060,1070,5,1,1925,6,33
California,Tulare,060,1070,5,1,1925,8,1
California,Tulare,060,1070,5,1,1925,26,1
California,Tulare,060,1070,5,1,1925,53,1
California,Tulare,060,1070,5,1,1926,4,1
California,Tulare,060,1070,5,1,1926,6,27
California,Tulare,060,1070,5,1,1927,6,35
California,Tulare,060,1070,5,1,1928,6,21
California,Tulare,060,1070,5,1,1928,56,1
California,Tulare,060,1070,5,1,1928,501,1
California,Tulare,060,1070,5,1,1929,6,21
California,Tulare,060,1070,5,1,1929,501,1
California,Tulare,060,1070,5,1,1930,6,15
California,Tulare,060,1070,5,1,1930,150,1
California,Tulare,060,1070,5,1,1931,6,18
California,Tulare,060,1070,5,1,1932,6,12
California,Tulare,060,1070,5,1,1933,6,12
California,Tulare,060,1070,5,1,1934,6,16
California,Tulare,060,1070,5,1,1935,6,12
California,Tulare,060,1070,5,1,1936,6,13
California,Tulare,060,1070,5,1,1936,150,1
California,Tulare,060,1070,5,1,1937,6,15
California,Tulare,060,1070,5,1,1937,48,1
California,Tulare,060,1070,5,1,1938,6,15
California,Tulare,060,1070,5,1,1939,6,13
California,Tulare,060,1070,5,1,1939,48,1
California,Tulare,060,1070,5,1,1940,6,12
California,Tulare,060,1070,5,1,1940,8,1
California,Tulare,060,1070,5,1,1940,16,1
California,Tulare,060,1070,5,1,1941,6,17
California,Tulare,060,1070,5,1,1942,6,11
California,Tulare,060,1070,NA,0,1876,501,2
California,Tulare,060,1070,NA,0,1877,501,2
California,Tulare,060,1070,NA,0,1878,501,2
California,Tulare,060,1070,NA,0,1880,501,1
California,Tulare,060,1070,NA,0,1881,501,1
California,Tulare,060,1070,NA,0,1885,501,1
California,Tulare,060,1070,NA,0,1886,501,1
California,Tulare,060,1070,NA,0,1887,501,1
California,Tulare,060,1070,NA,0,1890,501,1
California,Tulare,060,1070,NA,0,1895,501,1
California,Tulare,060,1070,NA,0,1898,501,1
California,Tulare,060,1070,NA,0,1899,501,1
California,Tulare,060,1070,NA,0,1906,6,1
California,Tulare,060,1070,NA,0,1908,6,1
California,Tulare,060,1070,NA,0,1908,501,1
California,Tulare,060,1070,NA,1,1879,501,1
California,Tulare,060,1070,NA,1,1891,501,1
California,Tulare,060,1070,NA,1,1892,501,1
California,Tulare,060,1070,NA,1,1897,501,1
California,Tulare,060,1070,NA,1,1909,501,1
California,Tulare,060,1070,NA,1,1918,6,1
California,Ventura,060,1110,5,0,1864,501,1
California,Ventura,060,1110,5,0,1868,501,1
California,Ventura,060,1110,5,0,1869,501,1
California,Ventura,060,1110,5,0,1870,501,1
California,Ventura,060,1110,5,0,1871,501,2
California,Ventura,060,1110,5,0,1873,501,2
California,Ventura,060,1110,5,0,1874,501,2
California,Ventura,060,1110,5,0,1875,501,10
California,Ventura,060,1110,5,0,1876,501,3
California,Ventura,060,1110,5,0,1877,501,6
California,Ventura,060,1110,5,0,1878,501,6
California,Ventura,060,1110,5,0,1879,501,4
California,Ventura,060,1110,5,0,1880,501,2
California,Ventura,060,1110,5,0,1881,501,7
California,Ventura,060,1110,5,0,1882,501,14
California,Ventura,060,1110,5,0,1883,501,9
California,Ventura,060,1110,5,0,1884,501,5
California,Ventura,060,1110,5,0,1885,501,4
California,Ventura,060,1110,5,0,1886,501,5
California,Ventura,060,1110,5,0,1887,501,3
California,Ventura,060,1110,5,0,1888,501,9
California,Ventura,060,1110,5,0,1889,501,6
California,Ventura,060,1110,5,0,1890,501,5
California,Ventura,060,1110,5,0,1891,501,1
California,Ventura,060,1110,5,0,1892,501,2
California,Ventura,060,1110,5,0,1893,501,3
California,Ventura,060,1110,5,0,1894,501,1
California,Ventura,060,1110,5,0,1895,6,2
California,Ventura,060,1110,5,0,1895,15,1
California,Ventura,060,1110,5,0,1895,501,4
California,Ventura,060,1110,5,0,1897,501,8
California,Ventura,060,1110,5,0,1898,501,6
California,Ventura,060,1110,5,0,1899,15,1
California,Ventura,060,1110,5,0,1899,501,6
California,Ventura,060,1110,5,0,1900,501,8
California,Ventura,060,1110,5,0,1901,501,1
California,Ventura,060,1110,5,0,1902,501,1
California,Ventura,060,1110,5,0,1903,501,2
California,Ventura,060,1110,5,0,1904,6,1
California,Ventura,060,1110,5,0,1904,501,2
California,Ventura,060,1110,5,0,1905,501,4
California,Ventura,060,1110,5,0,1906,6,1
California,Ventura,060,1110,5,0,1906,501,1
California,Ventura,060,1110,5,0,1907,6,3
California,Ventura,060,1110,5,0,1908,15,2
California,Ventura,060,1110,5,0,1908,501,1
California,Ventura,060,1110,5,0,1909,6,3
California,Ventura,060,1110,5,0,1910,6,2
California,Ventura,060,1110,5,0,1910,15,2
California,Ventura,060,1110,5,0,1910,501,1
California,Ventura,060,1110,5,0,1911,6,3
California,Ventura,060,1110,5,0,1911,15,1
California,Ventura,060,1110,5,0,1911,56,1
California,Ventura,060,1110,5,0,1911,501,1
California,Ventura,060,1110,5,0,1912,6,1
California,Ventura,060,1110,5,0,1912,501,1
California,Ventura,060,1110,5,0,1913,6,1
California,Ventura,060,1110,5,0,1913,15,1
California,Ventura,060,1110,5,0,1914,6,1
California,Ventura,060,1110,5,0,1914,15,1
California,Ventura,060,1110,5,0,1915,6,3
California,Ventura,060,1110,5,0,1915,15,1
California,Ventura,060,1110,5,0,1916,6,3
California,Ventura,060,1110,5,0,1917,6,1
California,Ventura,060,1110,5,0,1918,6,3
California,Ventura,060,1110,5,0,1918,15,1
California,Ventura,060,1110,5,0,1919,6,6
California,Ventura,060,1110,5,0,1919,41,1
California,Ventura,060,1110,5,0,1919,53,1
California,Ventura,060,1110,5,0,1920,6,6
California,Ventura,060,1110,5,0,1920,15,1
California,Ventura,060,1110,5,0,1920,30,1
California,Ventura,060,1110,5,0,1920,501,2
California,Ventura,060,1110,5,0,1921,6,12
California,Ventura,060,1110,5,0,1922,6,13
California,Ventura,060,1110,5,0,1923,6,13
California,Ventura,060,1110,5,0,1923,16,1
California,Ventura,060,1110,5,0,1923,49,1
California,Ventura,060,1110,5,0,1924,6,9
California,Ventura,060,1110,5,0,1924,53,1
California,Ventura,060,1110,5,0,1925,6,13
California,Ventura,060,1110,5,0,1925,56,1
California,Ventura,060,1110,5,0,1926,6,7
California,Ventura,060,1110,5,0,1927,6,4
California,Ventura,060,1110,5,0,1928,6,5
California,Ventura,060,1110,5,0,1929,6,7
California,Ventura,060,1110,5,0,1930,6,8
California,Ventura,060,1110,5,0,1931,6,3
California,Ventura,060,1110,5,0,1932,6,6
California,Ventura,060,1110,5,0,1933,4,1
California,Ventura,060,1110,5,0,1933,6,6
California,Ventura,060,1110,5,0,1934,6,10
California,Ventura,060,1110,5,0,1935,6,2
California,Ventura,060,1110,5,0,1936,6,4
California,Ventura,060,1110,5,0,1937,6,2
California,Ventura,060,1110,5,0,1938,6,9
California,Ventura,060,1110,5,0,1939,6,7
California,Ventura,060,1110,5,0,1940,6,5
California,Ventura,060,1110,5,0,1941,6,5
California,Ventura,060,1110,5,0,1942,6,2
California,Ventura,060,1110,5,1,1874,501,1
California,Ventura,060,1110,5,1,1877,501,1
California,Ventura,060,1110,5,1,1880,501,1
California,Ventura,060,1110,5,1,1881,501,3
California,Ventura,060,1110,5,1,1883,501,1
California,Ventura,060,1110,5,1,1884,501,1
California,Ventura,060,1110,5,1,1887,501,2
California,Ventura,060,1110,5,1,1888,501,4
California,Ventura,060,1110,5,1,1889,501,3
California,Ventura,060,1110,5,1,1890,501,3
California,Ventura,060,1110,5,1,1891,501,2
California,Ventura,060,1110,5,1,1892,501,3
California,Ventura,060,1110,5,1,1893,501,6
California,Ventura,060,1110,5,1,1894,501,4
California,Ventura,060,1110,5,1,1895,501,1
California,Ventura,060,1110,5,1,1896,501,4
California,Ventura,060,1110,5,1,1897,501,3
California,Ventura,060,1110,5,1,1898,501,5
California,Ventura,060,1110,5,1,1899,501,5
California,Ventura,060,1110,5,1,1900,501,7
California,Ventura,060,1110,5,1,1901,15,1
California,Ventura,060,1110,5,1,1901,501,3
California,Ventura,060,1110,5,1,1902,501,4
California,Ventura,060,1110,5,1,1903,501,1
California,Ventura,060,1110,5,1,1904,501,1
California,Ventura,060,1110,5,1,1905,6,1
California,Ventura,060,1110,5,1,1905,501,1
California,Ventura,060,1110,5,1,1906,501,1
California,Ventura,060,1110,5,1,1907,6,1
California,Ventura,060,1110,5,1,1907,501,1
California,Ventura,060,1110,5,1,1909,6,1
California,Ventura,060,1110,5,1,1909,15,1
California,Ventura,060,1110,5,1,1909,501,1
California,Ventura,060,1110,5,1,1911,6,2
California,Ventura,060,1110,5,1,1912,6,5
California,Ventura,060,1110,5,1,1913,4,1
California,Ventura,060,1110,5,1,1913,6,2
California,Ventura,060,1110,5,1,1913,15,1
California,Ventura,060,1110,5,1,1913,53,1
California,Ventura,060,1110,5,1,1914,6,2
California,Ventura,060,1110,5,1,1915,6,6
California,Ventura,060,1110,5,1,1915,15,1
California,Ventura,060,1110,5,1,1916,6,9
California,Ventura,060,1110,5,1,1917,6,5
California,Ventura,060,1110,5,1,1917,41,1
California,Ventura,060,1110,5,1,1918,6,7
California,Ventura,060,1110,5,1,1919,6,10
California,Ventura,060,1110,5,1,1920,6,6
California,Ventura,060,1110,5,1,1921,6,6
California,Ventura,060,1110,5,1,1921,16,1
California,Ventura,060,1110,5,1,1921,53,1
California,Ventura,060,1110,5,1,1922,6,9
California,Ventura,060,1110,5,1,1923,6,10
California,Ventura,060,1110,5,1,1924,6,7
California,Ventura,060,1110,5,1,1925,6,10
California,Ventura,060,1110,5,1,1925,53,1
California,Ventura,060,1110,5,1,1926,6,11
California,Ventura,060,1110,5,1,1927,6,4
California,Ventura,060,1110,5,1,1927,16,1
California,Ventura,060,1110,5,1,1927,49,1
California,Ventura,060,1110,5,1,1928,6,5
California,Ventura,060,1110,5,1,1929,6,1
California,Ventura,060,1110,5,1,1930,6,3
California,Ventura,060,1110,5,1,1931,6,11
California,Ventura,060,1110,5,1,1932,6,8
California,Ventura,060,1110,5,1,1933,6,6
California,Ventura,060,1110,5,1,1934,6,3
California,Ventura,060,1110,5,1,1935,6,6
California,Ventura,060,1110,5,1,1936,6,4
California,Ventura,060,1110,5,1,1937,6,5
California,Ventura,060,1110,5,1,1938,6,8
California,Ventura,060,1110,5,1,1939,6,3
California,Ventura,060,1110,5,1,1940,6,6
California,Ventura,060,1110,5,1,1941,6,9
California,Ventura,060,1110,5,1,1942,6,1
California,Ventura,060,1110,NA,0,1882,501,1
California,Ventura,060,1110,NA,0,1887,501,1
California,Ventura,060,1110,NA,0,1893,501,1
California,Ventura,060,1110,NA,0,1899,501,2
California,Ventura,060,1110,NA,1,1906,501,1
California,Yolo,060,1130,5,0,1865,501,1
California,Yolo,060,1130,5,0,1868,501,1
California,Yolo,060,1130,5,0,1869,501,2
California,Yolo,060,1130,5,0,1870,501,5
California,Yolo,060,1130,5,0,1871,501,2
California,Yolo,060,1130,5,0,1872,501,3
California,Yolo,060,1130,5,0,1873,501,5
California,Yolo,060,1130,5,0,1874,501,3
California,Yolo,060,1130,5,0,1875,501,6
California,Yolo,060,1130,5,0,1876,501,6
California,Yolo,060,1130,5,0,1877,501,10
California,Yolo,060,1130,5,0,1878,501,11
California,Yolo,060,1130,5,0,1879,501,12
California,Yolo,060,1130,5,0,1880,501,7
California,Yolo,060,1130,5,0,1881,501,7
California,Yolo,060,1130,5,0,1882,501,13
California,Yolo,060,1130,5,0,1883,501,8
California,Yolo,060,1130,5,0,1884,501,9
California,Yolo,060,1130,5,0,1885,501,10
California,Yolo,060,1130,5,0,1886,501,11
California,Yolo,060,1130,5,0,1887,501,5
California,Yolo,060,1130,5,0,1888,501,8
California,Yolo,060,1130,5,0,1889,501,4
California,Yolo,060,1130,5,0,1890,501,5
California,Yolo,060,1130,5,0,1891,15,1
California,Yolo,060,1130,5,0,1891,501,3
California,Yolo,060,1130,5,0,1892,15,1
California,Yolo,060,1130,5,0,1892,501,3
California,Yolo,060,1130,5,0,1893,501,1
California,Yolo,060,1130,5,0,1894,501,1
California,Yolo,060,1130,5,0,1895,501,4
California,Yolo,060,1130,5,0,1896,15,1
California,Yolo,060,1130,5,0,1896,501,2
California,Yolo,060,1130,5,0,1897,15,1
California,Yolo,060,1130,5,0,1897,501,3
California,Yolo,060,1130,5,0,1898,501,6
California,Yolo,060,1130,5,0,1899,501,2
California,Yolo,060,1130,5,0,1900,501,9
California,Yolo,060,1130,5,0,1901,501,4
California,Yolo,060,1130,5,0,1902,15,2
California,Yolo,060,1130,5,0,1902,501,5
California,Yolo,060,1130,5,0,1903,501,4
California,Yolo,060,1130,5,0,1904,6,2
California,Yolo,060,1130,5,0,1904,501,1
California,Yolo,060,1130,5,0,1905,15,1
California,Yolo,060,1130,5,0,1905,501,3
California,Yolo,060,1130,5,0,1906,6,1
California,Yolo,060,1130,5,0,1906,15,1
California,Yolo,060,1130,5,0,1906,501,3
California,Yolo,060,1130,5,0,1907,6,2
California,Yolo,060,1130,5,0,1907,501,2
California,Yolo,060,1130,5,0,1908,6,1
California,Yolo,060,1130,5,0,1908,501,1
California,Yolo,060,1130,5,0,1909,6,2
California,Yolo,060,1130,5,0,1910,6,1
California,Yolo,060,1130,5,0,1910,15,1
California,Yolo,060,1130,5,0,1910,53,1
California,Yolo,060,1130,5,0,1911,6,4
California,Yolo,060,1130,5,0,1912,6,7
California,Yolo,060,1130,5,0,1913,6,7
California,Yolo,060,1130,5,0,1914,6,3
California,Yolo,060,1130,5,0,1914,53,2
California,Yolo,060,1130,5,0,1915,6,13
California,Yolo,060,1130,5,0,1915,15,1
California,Yolo,060,1130,5,0,1916,6,10
California,Yolo,060,1130,5,0,1916,53,1
California,Yolo,060,1130,5,0,1917,6,4
California,Yolo,060,1130,5,0,1917,15,1
California,Yolo,060,1130,5,0,1918,6,11
California,Yolo,060,1130,5,0,1918,15,1
California,Yolo,060,1130,5,0,1918,49,1
California,Yolo,060,1130,5,0,1919,6,15
California,Yolo,060,1130,5,0,1920,6,25
California,Yolo,060,1130,5,0,1920,8,1
California,Yolo,060,1130,5,0,1920,49,1
California,Yolo,060,1130,5,0,1920,53,1
California,Yolo,060,1130,5,0,1921,6,24
California,Yolo,060,1130,5,0,1922,6,21
California,Yolo,060,1130,5,0,1923,6,20
California,Yolo,060,1130,5,0,1924,6,12
California,Yolo,060,1130,5,0,1925,6,7
California,Yolo,060,1130,5,0,1926,6,17
California,Yolo,060,1130,5,0,1927,6,12
California,Yolo,060,1130,5,0,1928,6,10
California,Yolo,060,1130,5,0,1929,6,10
California,Yolo,060,1130,5,0,1929,501,1
California,Yolo,060,1130,5,0,1930,6,9
California,Yolo,060,1130,5,0,1931,6,14
California,Yolo,060,1130,5,0,1932,6,12
California,Yolo,060,1130,5,0,1933,6,10
California,Yolo,060,1130,5,0,1934,6,10
California,Yolo,060,1130,5,0,1935,6,10
California,Yolo,060,1130,5,0,1936,6,15
California,Yolo,060,1130,5,0,1937,6,16
California,Yolo,060,1130,5,0,1938,6,9
California,Yolo,060,1130,5,0,1939,6,5
California,Yolo,060,1130,5,0,1940,6,5
California,Yolo,060,1130,5,0,1941,6,13
California,Yolo,060,1130,5,0,1942,6,7
California,Yolo,060,1130,5,1,1872,501,3
California,Yolo,060,1130,5,1,1874,501,2
California,Yolo,060,1130,5,1,1876,501,2
California,Yolo,060,1130,5,1,1877,501,2
California,Yolo,060,1130,5,1,1878,501,2
California,Yolo,060,1130,5,1,1879,501,2
California,Yolo,060,1130,5,1,1880,501,1
California,Yolo,060,1130,5,1,1881,501,1
California,Yolo,060,1130,5,1,1882,501,2
California,Yolo,060,1130,5,1,1883,501,2
California,Yolo,060,1130,5,1,1884,501,4
California,Yolo,060,1130,5,1,1885,501,3
California,Yolo,060,1130,5,1,1886,501,2
California,Yolo,060,1130,5,1,1887,501,1
California,Yolo,060,1130,5,1,1888,501,2
California,Yolo,060,1130,5,1,1889,501,2
California,Yolo,060,1130,5,1,1890,501,7
California,Yolo,060,1130,5,1,1891,501,4
California,Yolo,060,1130,5,1,1892,501,10
California,Yolo,060,1130,5,1,1893,501,4
California,Yolo,060,1130,5,1,1894,501,12
California,Yolo,060,1130,5,1,1895,501,13
California,Yolo,060,1130,5,1,1896,501,11
California,Yolo,060,1130,5,1,1897,501,9
California,Yolo,060,1130,5,1,1898,501,9
California,Yolo,060,1130,5,1,1899,501,3
California,Yolo,060,1130,5,1,1900,501,12
California,Yolo,060,1130,5,1,1901,501,7
California,Yolo,060,1130,5,1,1902,501,5
California,Yolo,060,1130,5,1,1903,501,2
California,Yolo,060,1130,5,1,1904,501,1
California,Yolo,060,1130,5,1,1905,6,1
California,Yolo,060,1130,5,1,1905,501,4
California,Yolo,060,1130,5,1,1907,15,1
California,Yolo,060,1130,5,1,1907,501,2
California,Yolo,060,1130,5,1,1908,6,1
California,Yolo,060,1130,5,1,1908,15,1
California,Yolo,060,1130,5,1,1908,501,1
California,Yolo,060,1130,5,1,1909,6,1
California,Yolo,060,1130,5,1,1909,501,1
California,Yolo,060,1130,5,1,1910,6,2
California,Yolo,060,1130,5,1,1911,6,2
California,Yolo,060,1130,5,1,1912,6,3
California,Yolo,060,1130,5,1,1913,6,2
California,Yolo,060,1130,5,1,1913,53,1
California,Yolo,060,1130,5,1,1914,6,8
California,Yolo,060,1130,5,1,1915,2,1
California,Yolo,060,1130,5,1,1915,6,9
California,Yolo,060,1130,5,1,1916,6,9
California,Yolo,060,1130,5,1,1916,8,1
California,Yolo,060,1130,5,1,1916,15,1
California,Yolo,060,1130,5,1,1917,6,10
California,Yolo,060,1130,5,1,1918,6,13
California,Yolo,060,1130,5,1,1919,6,19
California,Yolo,060,1130,5,1,1920,6,15
California,Yolo,060,1130,5,1,1921,6,21
California,Yolo,060,1130,5,1,1922,6,19
California,Yolo,060,1130,5,1,1923,6,20
California,Yolo,060,1130,5,1,1924,6,16
California,Yolo,060,1130,5,1,1925,6,18
California,Yolo,060,1130,5,1,1926,6,14
California,Yolo,060,1130,5,1,1927,6,10
California,Yolo,060,1130,5,1,1928,6,17
California,Yolo,060,1130,5,1,1929,6,11
California,Yolo,060,1130,5,1,1929,501,1
California,Yolo,060,1130,5,1,1930,6,9
California,Yolo,060,1130,5,1,1931,6,12
California,Yolo,060,1130,5,1,1931,501,1
California,Yolo,060,1130,5,1,1932,6,8
California,Yolo,060,1130,5,1,1933,6,7
California,Yolo,060,1130,5,1,1934,6,7
California,Yolo,060,1130,5,1,1935,6,7
California,Yolo,060,1130,5,1,1936,6,1
California,Yolo,060,1130,5,1,1937,6,9
California,Yolo,060,1130,5,1,1938,6,7
California,Yolo,060,1130,5,1,1939,6,11
California,Yolo,060,1130,5,1,1940,6,5
California,Yolo,060,1130,5,1,1941,6,5
California,Yolo,060,1130,5,1,1942,6,7
California,Yolo,060,1130,NA,0,1881,40,1
California,Yolo,060,1130,NA,0,1890,501,1
California,Yolo,060,1130,NA,0,1898,501,1
California,Yolo,060,1130,NA,1,1915,6,1
California,Yuba,060,1150,1,1,1915,36,1
California,Yuba,060,1150,5,0,1859,501,1
California,Yuba,060,1150,5,0,1861,501,1
California,Yuba,060,1150,5,0,1866,501,3
California,Yuba,060,1150,5,0,1867,501,1
California,Yuba,060,1150,5,0,1868,501,2
California,Yuba,060,1150,5,0,1869,501,1
California,Yuba,060,1150,5,0,1870,501,1
California,Yuba,060,1150,5,0,1872,501,3
California,Yuba,060,1150,5,0,1873,501,2
California,Yuba,060,1150,5,0,1874,501,1
California,Yuba,060,1150,5,0,1875,501,6
California,Yuba,060,1150,5,0,1876,501,16
California,Yuba,060,1150,5,0,1877,501,1
California,Yuba,060,1150,5,0,1878,501,5
California,Yuba,060,1150,5,0,1879,501,2
California,Yuba,060,1150,5,0,1880,501,5
California,Yuba,060,1150,5,0,1881,501,1
California,Yuba,060,1150,5,0,1882,501,8
California,Yuba,060,1150,5,0,1883,501,4
California,Yuba,060,1150,5,0,1884,501,7
California,Yuba,060,1150,5,0,1885,501,2
California,Yuba,060,1150,5,0,1886,501,9
California,Yuba,060,1150,5,0,1887,501,3
California,Yuba,060,1150,5,0,1888,501,7
California,Yuba,060,1150,5,0,1889,501,9
California,Yuba,060,1150,5,0,1890,501,8
California,Yuba,060,1150,5,0,1892,501,4
California,Yuba,060,1150,5,0,1893,501,1
California,Yuba,060,1150,5,0,1894,15,1
California,Yuba,060,1150,5,0,1894,501,2
California,Yuba,060,1150,5,0,1895,501,4
California,Yuba,060,1150,5,0,1896,501,1
California,Yuba,060,1150,5,0,1897,501,4
California,Yuba,060,1150,5,0,1898,501,2
California,Yuba,060,1150,5,0,1899,501,1
California,Yuba,060,1150,5,0,1900,15,1
California,Yuba,060,1150,5,0,1900,501,4
California,Yuba,060,1150,5,0,1901,15,1
California,Yuba,060,1150,5,0,1901,501,5
California,Yuba,060,1150,5,0,1902,15,1
California,Yuba,060,1150,5,0,1902,501,3
California,Yuba,060,1150,5,0,1903,501,2
California,Yuba,060,1150,5,0,1904,501,2
California,Yuba,060,1150,5,0,1905,53,1
California,Yuba,060,1150,5,0,1905,501,1
California,Yuba,060,1150,5,0,1906,15,2
California,Yuba,060,1150,5,0,1906,501,1
California,Yuba,060,1150,5,0,1907,6,2
California,Yuba,060,1150,5,0,1907,501,2
California,Yuba,060,1150,5,0,1908,15,1
California,Yuba,060,1150,5,0,1909,6,2
California,Yuba,060,1150,5,0,1910,6,4
California,Yuba,060,1150,5,0,1911,6,2
California,Yuba,060,1150,5,0,1912,6,3
California,Yuba,060,1150,5,0,1912,15,1
California,Yuba,060,1150,5,0,1913,6,3
California,Yuba,060,1150,5,0,1913,501,1
California,Yuba,060,1150,5,0,1914,6,1
California,Yuba,060,1150,5,0,1915,6,3
California,Yuba,060,1150,5,0,1915,15,1
California,Yuba,060,1150,5,0,1916,6,5
California,Yuba,060,1150,5,0,1916,53,1
California,Yuba,060,1150,5,0,1917,6,4
California,Yuba,060,1150,5,0,1918,6,5
California,Yuba,060,1150,5,0,1918,53,1
California,Yuba,060,1150,5,0,1919,6,5
California,Yuba,060,1150,5,0,1920,6,5
California,Yuba,060,1150,5,0,1921,6,10
California,Yuba,060,1150,5,0,1922,6,11
California,Yuba,060,1150,5,0,1923,6,8
California,Yuba,060,1150,5,0,1924,6,5
California,Yuba,060,1150,5,0,1925,6,10
California,Yuba,060,1150,5,0,1926,6,6
California,Yuba,060,1150,5,0,1927,6,3
California,Yuba,060,1150,5,0,1928,6,6
California,Yuba,060,1150,5,0,1929,6,4
California,Yuba,060,1150,5,0,1930,6,7
California,Yuba,060,1150,5,0,1931,6,5
California,Yuba,060,1150,5,0,1932,6,7
California,Yuba,060,1150,5,0,1933,6,8
California,Yuba,060,1150,5,0,1934,6,3
California,Yuba,060,1150,5,0,1935,6,8
California,Yuba,060,1150,5,0,1936,6,2
California,Yuba,060,1150,5,0,1937,6,2
California,Yuba,060,1150,5,0,1938,6,1
California,Yuba,060,1150,5,0,1940,6,2
California,Yuba,060,1150,5,0,1941,6,2
California,Yuba,060,1150,5,1,1870,501,1
California,Yuba,060,1150,5,1,1875,501,1
California,Yuba,060,1150,5,1,1877,501,1
California,Yuba,060,1150,5,1,1878,501,1
California,Yuba,060,1150,5,1,1881,501,2
California,Yuba,060,1150,5,1,1882,501,1
California,Yuba,060,1150,5,1,1884,501,4
California,Yuba,060,1150,5,1,1886,501,1
California,Yuba,060,1150,5,1,1887,501,2
California,Yuba,060,1150,5,1,1888,501,2
California,Yuba,060,1150,5,1,1889,501,3
California,Yuba,060,1150,5,1,1890,501,1
California,Yuba,060,1150,5,1,1891,501,1
California,Yuba,060,1150,5,1,1892,501,1
California,Yuba,060,1150,5,1,1893,501,3
California,Yuba,060,1150,5,1,1894,501,5
California,Yuba,060,1150,5,1,1895,501,1
California,Yuba,060,1150,5,1,1896,501,1
California,Yuba,060,1150,5,1,1897,501,4
California,Yuba,060,1150,5,1,1898,501,4
California,Yuba,060,1150,5,1,1899,501,2
California,Yuba,060,1150,5,1,1901,15,1
California,Yuba,060,1150,5,1,1902,501,6
California,Yuba,060,1150,5,1,1904,6,1
California,Yuba,060,1150,5,1,1904,15,1
California,Yuba,060,1150,5,1,1904,501,1
California,Yuba,060,1150,5,1,1905,6,1
California,Yuba,060,1150,5,1,1905,501,1
California,Yuba,060,1150,5,1,1908,6,1
California,Yuba,060,1150,5,1,1910,15,1
California,Yuba,060,1150,5,1,1911,6,2
California,Yuba,060,1150,5,1,1911,15,1
