state,county,NHGISST,NHGISCTY,sex,birthyr,birthplace,n_z_I,p_z_I,STATEFIP,COUNTYICP,n_z,p_z,pr_intern
Washington,Benton,530,0050,2,1896,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1901,NA,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1907,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1914,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1923,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1927,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1929,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1933,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1936,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Benton,530,0050,2,1941,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1873,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1877,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1880,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1881,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1882,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1884,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1888,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1889,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1891,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1893,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1893,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1896,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1905,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1906,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1930,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1933,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1937,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,1,1941,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1897,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1898,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1906,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1915,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1924,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1925,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1928,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1931,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Chelan,530,0070,2,1941,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,1,1878,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,1,1911,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,1,1917,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,1,1919,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,1,1920,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,1,1923,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,1,1924,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,2,1888,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,2,1891,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,2,1916,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,2,1922,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,2,1928,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clallam,530,0090,2,1931,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1874,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1875,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1876,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1876,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1877,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1878,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1878,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1879,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1880,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1881,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1882,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1885,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1886,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1888,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1888,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1888,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1889,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1889,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1890,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1891,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1892,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1896,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1898,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1899,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1900,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1905,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1908,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1908,24,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1909,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1913,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1914,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1917,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1918,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1919,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1919,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1921,12,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1922,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1923,12,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1924,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1924,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1925,12,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1926,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1926,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1928,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1929,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1929,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1933,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1935,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1936,12,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1938,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1939,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1941,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1942,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,1,1942,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1876,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1886,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1889,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1890,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1894,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1895,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1898,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1898,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1899,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1899,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1900,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1901,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1902,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1911,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1912,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1914,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1916,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1917,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1918,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1919,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1920,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1921,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1922,12,5,4.613737865869413e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1923,12,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1924,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1925,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1926,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1927,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1928,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1928,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1929,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1929,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1930,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1932,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1932,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1934,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1935,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1938,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1938,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Clark,530,0110,2,1940,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1875,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1881,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1884,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1885,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1886,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1887,93,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1887,94,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1889,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1890,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1891,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1892,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1893,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1895,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1896,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1898,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1898,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1899,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1899,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1899,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1900,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1900,96,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1900,99,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1901,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1901,94,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1902,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1903,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1904,96,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1904,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1905,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1905,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1906,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1907,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1913,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1913,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1914,13,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1916,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1918,25,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1920,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1920,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1921,25,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1921,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1922,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1922,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1923,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1924,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1926,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1931,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1934,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1935,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1936,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1937,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1938,11,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1939,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1940,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,1,1941,11,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1885,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1888,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1890,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1896,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1897,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1898,98,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1901,93,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1902,95,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1905,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1907,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1911,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1912,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1912,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1913,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1913,12,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1914,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1915,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1915,27,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1916,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1916,25,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1917,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1918,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1920,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1923,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1923,23,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1925,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1925,23,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1927,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1928,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1930,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1931,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1934,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1936,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1937,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1938,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1939,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1940,11,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1941,11,2,1.845495146347765e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1942,11,3,2.768242719521648e-5,NA,NA,NA,NA,NA
Washington,Cowlitz,530,0150,2,1942,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Franklin,530,0210,1,1878,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Franklin,530,0210,1,1904,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1898,74,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1914,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1915,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1921,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1926,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1927,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1928,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,1,1929,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,2,1894,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,2,1898,97,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Grays Harbor,530,0270,2,1918,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Island,530,0290,2,1893,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Island,530,0290,2,1915,12,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1872,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1875,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1878,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1880,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1887,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1907,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1915,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1921,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1923,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,1,1927,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1875,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1880,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1887,99,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1888,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1889,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1910,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1911,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1914,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1916,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1917,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1919,11,1,9.227475731738825e-6,NA,NA,NA,NA,NA
Washington,Jefferson,530,0310,2,1920,96,1,9.227475731738825e-6,NA,NA,NA,NA,NA
