STATEFIP,COUNTYICP,SEX,BIRTHYR,BPL,n,p,NHGISST,NHGISCTY
49,350,2,1895,501,12,9.471117039328814e-5,490,0350
49,350,1,1924,49,10,7.892597532774011e-5,490,0350
49,350,1,1875,501,5,3.946298766387006e-5,490,0350
49,350,2,1919,49,4,3.1570390131096046e-5,490,0350
49,350,2,1933,16,1,7.892597532774011e-6,490,0350
49,350,2,1924,49,9,7.10333777949661e-5,490,0350
49,350,1,1920,49,12,9.471117039328814e-5,490,0350
49,350,1,1907,501,3,2.3677792598322034e-5,490,0350
49,350,1,1888,501,10,7.892597532774011e-5,490,0350
49,350,1,1902,501,4,3.1570390131096046e-5,490,0350
49,350,2,1930,501,1,7.892597532774011e-6,490,0350
49,350,2,1909,501,1,7.892597532774011e-6,490,0350
49,350,2,1912,49,2,1.5785195065548023e-5,490,0350
49,350,1,1898,501,7,5.524818272941808e-5,490,0350
49,350,1,1897,501,4,3.1570390131096046e-5,490,0350
49,350,1,1904,501,1,7.892597532774011e-6,490,0350
49,390,1,1888,501,2,1.5785195065548023e-5,490,0390
49,390,1,1923,49,1,7.892597532774011e-6,490,0390
49,390,2,1922,501,1,7.892597532774011e-6,490,0390
49,390,1,1918,49,1,7.892597532774011e-6,490,0390
49,390,2,1921,49,1,7.892597532774011e-6,490,0390
49,390,2,1906,49,1,7.892597532774011e-6,490,0390
49,450,1,1900,501,1,7.892597532774011e-6,490,0450
49,450,2,1897,501,1,7.892597532774011e-6,490,0450
49,490,1,1926,8,1,7.892597532774011e-6,490,0490
49,490,1,1887,501,1,7.892597532774011e-6,490,0490
49,490,1,1926,49,1,7.892597532774011e-6,490,0490
49,510,1,1878,501,1,7.892597532774011e-6,490,0510
49,510,2,1925,49,1,7.892597532774011e-6,490,0510
49,570,1,1925,49,8,6.314078026219209e-5,490,0570
49,570,1,1921,49,2,1.5785195065548023e-5,490,0570
49,570,2,1929,49,4,3.1570390131096046e-5,490,0570
49,570,2,1891,501,2,1.5785195065548023e-5,490,0570
49,570,1,1902,501,2,1.5785195065548023e-5,490,0570
49,570,2,1908,501,1,7.892597532774011e-6,490,0570
49,570,2,1888,501,3,2.3677792598322034e-5,490,0570
49,570,1,1882,501,2,1.5785195065548023e-5,490,0570
49,570,1,1905,49,1,7.892597532774011e-6,490,0570
49,570,1,1929,49,4,3.1570390131096046e-5,490,0570
49,570,1,1872,501,1,7.892597532774011e-6,490,0570
49,570,1,1915,6,1,7.892597532774011e-6,490,0570
49,570,1,1923,56,1,7.892597532774011e-6,490,0570
49,570,2,1928,56,2,1.5785195065548023e-5,490,0570
49,570,2,1917,56,1,7.892597532774011e-6,490,0570
49,570,1,1940,49,1,7.892597532774011e-6,490,0570
49,570,1,1920,53,1,7.892597532774011e-6,490,0570
49,350,2,1930,6,1,7.892597532774011e-6,490,0350
49,350,2,1877,501,2,1.5785195065548023e-5,490,0350
49,350,1,1924,8,1,7.892597532774011e-6,490,0350
49,350,1,1870,501,5,3.946298766387006e-5,490,0350
49,350,1,1922,56,1,7.892597532774011e-6,490,0350
49,350,1,1920,8,1,7.892597532774011e-6,490,0350
51,130,1,1898,501,1,7.892597532774011e-6,510,0130
51,1470,1,1916,501,1,7.892597532774011e-6,510,1470
51,7000,1,1903,6,1,7.892597532774011e-6,510,7000
51,7000,1,1898,501,1,7.892597532774011e-6,510,7000
51,7400,2,1896,501,1,7.892597532774011e-6,510,7400
51,7400,1,1900,501,1,7.892597532774011e-6,510,7400
51,7400,1,1897,501,1,7.892597532774011e-6,510,7400
51,7400,1,1890,501,1,7.892597532774011e-6,510,7400
53,10,1,1875,501,1,7.892597532774011e-6,530,0010
53,10,1,1936,53,1,7.892597532774011e-6,530,0010
53,50,1,1901,501,2,1.5785195065548023e-5,530,0050
53,50,1,1918,41,4,3.1570390131096046e-5,530,0050
53,50,1,1902,515,1,7.892597532774011e-6,530,0050
53,50,2,1900,501,1,7.892597532774011e-6,530,0050
53,50,2,1924,53,1,7.892597532774011e-6,530,0050
53,50,2,1885,501,1,7.892597532774011e-6,530,0050
53,70,1,1906,501,1,7.892597532774011e-6,530,0070
53,70,1,1880,501,2,1.5785195065548023e-5,530,0070
53,70,1,1891,501,1,7.892597532774011e-6,530,0070
53,70,2,1931,53,1,7.892597532774011e-6,530,0070
53,70,2,1905,501,1,7.892597532774011e-6,530,0070
53,90,1,1920,53,1,7.892597532774011e-6,530,0090
53,90,1,1898,501,1,7.892597532774011e-6,530,0090
53,90,2,1916,53,1,7.892597532774011e-6,530,0090
53,110,2,1919,41,2,1.5785195065548023e-5,530,0110
53,110,1,1922,6,1,7.892597532774011e-6,530,0110
53,110,1,1888,501,3,2.3677792598322034e-5,530,0110
53,110,1,1924,41,3,2.3677792598322034e-5,530,0110
53,110,1,1889,501,2,1.5785195065548023e-5,530,0110
53,110,1,1923,53,2,1.5785195065548023e-5,530,0110
53,110,1,1926,53,1,7.892597532774011e-6,530,0110
53,110,2,1926,53,1,7.892597532774011e-6,530,0110
53,110,1,1900,501,1,7.892597532774011e-6,530,0110
53,110,1,1910,41,1,7.892597532774011e-6,530,0110
53,110,2,1930,53,1,7.892597532774011e-6,530,0110
53,110,1,1938,41,1,7.892597532774011e-6,530,0110
53,110,1,1904,501,1,7.892597532774011e-6,530,0110
53,150,1,1900,501,5,3.946298766387006e-5,530,0150
53,150,1,1925,53,1,7.892597532774011e-6,530,0150
53,150,1,1931,53,1,7.892597532774011e-6,530,0150
53,150,2,1938,53,2,1.5785195065548023e-5,530,0150
53,150,1,1899,501,4,3.1570390131096046e-5,530,0150
53,150,2,1897,501,1,7.892597532774011e-6,530,0150
53,150,2,1915,53,1,7.892597532774011e-6,530,0150
53,150,1,1923,53,1,7.892597532774011e-6,530,0150
53,150,2,1898,501,2,1.5785195065548023e-5,530,0150
53,150,1,1926,53,1,7.892597532774011e-6,530,0150
53,150,1,1888,501,1,7.892597532774011e-6,530,0150
53,210,1,1939,41,1,7.892597532774011e-6,530,0210
53,210,2,1930,53,2,1.5785195065548023e-5,530,0210
53,210,1,1921,53,1,7.892597532774011e-6,530,0210
53,210,1,1892,501,1,7.892597532774011e-6,530,0210
53,210,1,1888,501,1,7.892597532774011e-6,530,0210
53,210,2,1922,53,1,7.892597532774011e-6,530,0210
53,210,1,1933,53,1,7.892597532774011e-6,530,0210
53,270,2,1894,501,1,7.892597532774011e-6,530,0270
53,310,2,1889,501,1,7.892597532774011e-6,530,0310
53,310,2,1920,53,1,7.892597532774011e-6,530,0310
53,310,1,1919,53,1,7.892597532774011e-6,530,0310
53,330,1,1880,501,83,6.550855952202429e-4,530,0330
53,330,1,1925,53,147,0.0011602118373177797,530,0330
53,330,1,1919,53,124,9.786820940639773e-4,530,0330
53,330,1,1881,501,58,4.5777065690089265e-4,530,0330
53,330,2,1903,501,36,2.841335111798644e-4,530,0330
53,330,2,1929,53,83,6.550855952202429e-4,530,0330
53,330,2,1899,501,79,6.235152050891469e-4,530,0330
53,330,1,1937,53,39,3.0781130377818643e-4,530,0330
53,330,2,1920,53,152,0.0011996748249816498,530,0330
53,330,1,1913,501,2,1.5785195065548023e-5,530,0330
53,330,2,1886,501,44,3.472742914420565e-4,530,0330
53,330,1,1892,501,53,4.183076692370226e-4,530,0330
53,330,2,1895,501,109,8.602931310723672e-4,530,0330
53,330,1,1918,53,93,7.34011570547983e-4,530,0330
53,330,2,1855,501,1,7.892597532774011e-6,530,0330
53,330,2,1904,501,35,2.762409136470904e-4,530,0330
53,330,1,1911,15,2,1.5785195065548023e-5,530,0330
53,330,2,1915,41,3,2.3677792598322034e-5,530,0330
53,330,2,1913,501,10,7.892597532774011e-5,530,0330
53,330,1,1927,41,1,7.892597532774011e-6,530,0330
53,330,2,1909,6,1,7.892597532774011e-6,530,0330
53,330,2,1908,53,16,1.2628156052438418e-4,530,0330
53,330,1,1914,501,7,5.524818272941808e-5,530,0330
53,330,1,1939,501,2,1.5785195065548023e-5,530,0330
53,330,1,1922,41,3,2.3677792598322034e-5,530,0330
53,330,2,1924,6,2,1.5785195065548023e-5,530,0330
53,330,1,1915,30,2,1.5785195065548023e-5,530,0330
53,330,1,1925,56,1,7.892597532774011e-6,530,0330
53,330,2,1928,6,1,7.892597532774011e-6,530,0330
53,330,2,1913,6,3,2.3677792598322034e-5,530,0330
53,330,1,1939,6,3,2.3677792598322034e-5,530,0330
53,330,2,1904,15,1,7.892597532774011e-6,530,0330
53,330,2,1920,16,2,1.5785195065548023e-5,530,0330
53,330,1,1868,501,2,1.5785195065548023e-5,530,0330
53,330,1,1914,15,1,7.892597532774011e-6,530,0330
53,330,1,1918,56,1,7.892597532774011e-6,530,0330
53,330,1,1911,501,7,5.524818272941808e-5,530,0330
53,330,2,1912,41,1,7.892597532774011e-6,530,0330
53,350,1,1919,53,3,2.3677792598322034e-5,530,0350
53,350,1,1918,53,5,3.946298766387006e-5,530,0350
53,350,1,1923,53,3,2.3677792598322034e-5,530,0350
53,350,1,1907,53,2,1.5785195065548023e-5,530,0350
53,350,1,1871,501,2,1.5785195065548023e-5,530,0350
53,350,2,1929,501,1,7.892597532774011e-6,530,0350
53,350,2,1899,501,1,7.892597532774011e-6,530,0350
53,350,1,1930,53,4,3.1570390131096046e-5,530,0350
53,350,2,1888,501,1,7.892597532774011e-6,530,0350
53,350,2,1907,501,1,7.892597532774011e-6,530,0350
53,350,2,1939,53,2,1.5785195065548023e-5,530,0350
53,350,2,1903,501,1,7.892597532774011e-6,530,0350
53,350,2,1910,53,1,7.892597532774011e-6,530,0350
53,370,1,1918,53,1,7.892597532774011e-6,530,0370
53,370,2,1884,501,1,7.892597532774011e-6,530,0370
53,370,2,1922,53,1,7.892597532774011e-6,530,0370
53,390,1,1898,515,1,7.892597532774011e-6,530,0390
53,390,1,1920,501,1,7.892597532774011e-6,530,0390
53,390,1,1917,501,1,7.892597532774011e-6,530,0390
53,390,1,1896,501,1,7.892597532774011e-6,530,0390
53,390,1,1877,501,3,2.3677792598322034e-5,530,0390
53,390,1,1914,53,1,7.892597532774011e-6,530,0390
53,390,2,1932,53,1,7.892597532774011e-6,530,0390
53,390,2,1936,53,1,7.892597532774011e-6,530,0390
53,390,1,1938,53,1,7.892597532774011e-6,530,0390
53,390,2,1923,41,1,7.892597532774011e-6,530,0390
53,390,1,1930,41,1,7.892597532774011e-6,530,0390
53,390,2,1907,15,1,7.892597532774011e-6,530,0390
53,390,2,1887,501,1,7.892597532774011e-6,530,0390
53,410,2,1917,53,2,1.5785195065548023e-5,530,0410
53,410,1,1939,53,2,1.5785195065548023e-5,530,0410
53,410,2,1927,41,1,7.892597532774011e-6,530,0410
53,410,1,1920,53,1,7.892597532774011e-6,530,0410
53,410,2,1923,53,1,7.892597532774011e-6,530,0410
53,410,1,1934,53,1,7.892597532774011e-6,530,0410
53,410,2,1935,53,1,7.892597532774011e-6,530,0410
53,430,2,1915,30,1,7.892597532774011e-6,530,0430
53,430,1,1926,53,3,2.3677792598322034e-5,530,0430
53,430,1,1925,53,2,1.5785195065548023e-5,530,0430
53,430,2,1937,53,1,7.892597532774011e-6,530,0430
53,450,2,1905,501,1,7.892597532774011e-6,530,0450
53,450,2,1918,501,1,7.892597532774011e-6,530,0450
53,450,1,1930,53,1,7.892597532774011e-6,530,0450
53,490,1,1881,501,1,7.892597532774011e-6,530,0490
53,490,1,1886,501,3,2.3677792598322034e-5,530,0490
53,490,2,1891,501,1,7.892597532774011e-6,530,0490
53,490,1,1890,501,2,1.5785195065548023e-5,530,0490
53,490,2,1921,53,1,7.892597532774011e-6,530,0490
53,490,1,1940,53,1,7.892597532774011e-6,530,0490
53,490,1,1894,501,2,1.5785195065548023e-5,530,0490
53,490,1,1898,501,2,1.5785195065548023e-5,530,0490
53,490,1,1912,53,2,1.5785195065548023e-5,530,0490
53,490,2,1926,53,1,7.892597532774011e-6,530,0490
53,510,2,1933,53,1,7.892597532774011e-6,530,0510
53,530,2,1891,501,15,1.1838896299161017e-4,530,0530
53,530,1,1915,53,10,7.892597532774011e-5,530,0530
53,530,1,1889,501,26,2.0520753585212429e-4,530,0530
53,530,2,1922,53,38,2.9991870624541245e-4,530,0530
53,530,2,1920,53,25,1.9731493831935028e-4,530,0530
53,530,2,1919,53,28,2.2099273091767232e-4,530,0530
53,530,1,1894,501,10,7.892597532774011e-5,530,0530
53,530,1,1876,501,7,5.524818272941808e-5,530,0530
53,530,2,1912,53,9,7.10333777949661e-5,530,0530
53,530,1,1932,53,8,6.314078026219209e-5,530,0530
53,530,1,1912,53,9,7.10333777949661e-5,530,0530
53,530,1,1902,53,1,7.892597532774011e-6,530,0530
53,530,1,1924,501,2,1.5785195065548023e-5,530,0530
53,530,2,1887,501,6,4.735558519664407e-5,530,0530
53,530,2,1924,6,1,7.892597532774011e-6,530,0530
53,530,1,1924,6,1,7.892597532774011e-6,530,0530
53,530,1,1925,6,1,7.892597532774011e-6,530,0530
53,530,2,1927,30,2,1.5785195065548023e-5,530,0530
53,530,2,1929,30,1,7.892597532774011e-6,530,0530
53,530,2,1919,16,1,7.892597532774011e-6,530,0530
53,530,1,1923,42,1,7.892597532774011e-6,530,0530
53,550,2,1900,501,1,7.892597532774011e-6,530,0550
53,570,1,1878,501,2,1.5785195065548023e-5,530,0570
53,570,2,1884,501,1,7.892597532774011e-6,530,0570
53,570,1,1912,53,1,7.892597532774011e-6,530,0570
53,570,2,1922,53,3,2.3677792598322034e-5,530,0570
53,570,1,1887,501,1,7.892597532774011e-6,530,0570
53,570,2,1927,53,2,1.5785195065548023e-5,530,0570
53,570,2,1919,501,1,7.892597532774011e-6,530,0570
53,570,1,1903,501,1,7.892597532774011e-6,530,0570
53,590,1,1903,501,1,7.892597532774011e-6,530,0590
53,610,2,1883,501,1,7.892597532774011e-6,530,0610
53,610,2,1926,53,1,7.892597532774011e-6,530,0610
53,610,2,1892,501,1,7.892597532774011e-6,530,0610
53,610,1,1926,53,1,7.892597532774011e-6,530,0610
53,630,1,1878,501,2,1.5785195065548023e-5,530,0630
53,630,2,1917,53,2,1.5785195065548023e-5,530,0630
53,630,1,1920,53,8,6.314078026219209e-5,530,0630
53,650,1,1930,53,1,7.892597532774011e-6,530,0650
53,670,2,1895,501,2,1.5785195065548023e-5,530,0670
53,670,1,1877,501,1,7.892597532774011e-6,530,0670
53,670,1,1888,501,2,1.5785195065548023e-5,530,0670
53,670,1,1884,501,1,7.892597532774011e-6,530,0670
53,670,1,1923,53,1,7.892597532774011e-6,530,0670
53,670,1,1913,53,1,7.892597532774011e-6,530,0670
53,670,1,1875,501,1,7.892597532774011e-6,530,0670
53,670,2,1918,53,1,7.892597532774011e-6,530,0670
53,670,2,1892,501,2,1.5785195065548023e-5,530,0670
53,670,1,1895,501,1,7.892597532774011e-6,530,0670
53,670,1,1916,53,1,7.892597532774011e-6,530,0670
53,670,2,1911,53,1,7.892597532774011e-6,530,0670
53,670,2,1898,501,1,7.892597532774011e-6,530,0670
53,670,2,1897,501,1,7.892597532774011e-6,530,0670
53,710,1,1925,53,1,7.892597532774011e-6,530,0710
53,730,1,1880,501,1,7.892597532774011e-6,530,0730
53,730,1,1922,53,2,1.5785195065548023e-5,530,0730
53,730,2,1922,150,1,7.892597532774011e-6,530,0730
53,750,1,1887,501,1,7.892597532774011e-6,530,0750
53,750,1,1928,30,1,7.892597532774011e-6,530,0750
53,750,2,1923,53,1,7.892597532774011e-6,530,0750
53,770,1,1887,501,10,7.892597532774011e-5,530,0770
53,770,1,1925,53,15,1.1838896299161017e-4,530,0770
53,770,1,1860,501,1,7.892597532774011e-6,530,0770
53,770,2,1918,53,8,6.314078026219209e-5,530,0770
53,770,2,1915,53,4,3.1570390131096046e-5,530,0770
53,770,1,1928,53,10,7.892597532774011e-5,530,0770
53,770,1,1931,53,8,6.314078026219209e-5,530,0770
53,770,1,1900,501,1,7.892597532774011e-6,530,0770
53,770,2,1935,53,6,4.735558519664407e-5,530,0770
53,770,2,1889,501,5,3.946298766387006e-5,530,0770
53,770,2,1875,501,2,1.5785195065548023e-5,530,0770
53,770,1,1907,501,1,7.892597532774011e-6,530,0770
53,770,1,1917,53,7,5.524818272941808e-5,530,0770
53,770,1,1918,31,1,7.892597532774011e-6,530,0770
53,770,1,1918,501,1,7.892597532774011e-6,530,0770
53,770,1,1899,53,1,7.892597532774011e-6,530,0770
53,770,1,1863,501,1,7.892597532774011e-6,530,0770
53,770,2,1904,53,1,7.892597532774011e-6,530,0770
53,770,1,1923,501,1,7.892597532774011e-6,530,0770
53,770,2,1883,501,1,7.892597532774011e-6,530,0770
53,330,2,1918,41,3,2.3677792598322034e-5,530,0330
53,330,1,1920,41,1,7.892597532774011e-6,530,0330
53,330,1,1915,515,1,7.892597532774011e-6,530,0330
53,330,1,1931,700,1,7.892597532774011e-6,530,0330
53,330,2,1924,501,4,3.1570390131096046e-5,530,0330
53,330,2,1926,501,3,2.3677792598322034e-5,530,0330
53,330,1,1901,515,1,7.892597532774011e-6,530,0330
53,330,1,1885,53,1,7.892597532774011e-6,530,0330
53,330,1,1907,53,12,9.471117039328814e-5,530,0330
53,330,1,1929,30,1,7.892597532774011e-6,530,0330
53,330,2,1909,501,6,4.735558519664407e-5,530,0330
53,330,2,1928,501,2,1.5785195065548023e-5,530,0330
53,330,2,1862,501,1,7.892597532774011e-6,530,0330
53,330,1,1911,6,5,3.946298766387006e-5,530,0330
53,330,1,1918,16,1,7.892597532774011e-6,530,0330
53,330,1,1930,30,1,7.892597532774011e-6,530,0330
53,330,2,1868,501,2,1.5785195065548023e-5,530,0330
53,330,1,1914,6,3,2.3677792598322034e-5,530,0330
53,330,1,1898,41,1,7.892597532774011e-6,530,0330
53,330,2,1908,17,1,7.892597532774011e-6,530,0330
53,330,2,1910,41,2,1.5785195065548023e-5,530,0330
53,330,2,1899,15,1,7.892597532774011e-6,530,0330
53,330,1,1925,17,1,7.892597532774011e-6,530,0330
53,330,2,1911,4,1,7.892597532774011e-6,530,0330
53,330,2,1919,41,2,1.5785195065548023e-5,530,0330
53,330,2,1909,38,1,7.892597532774011e-6,530,0330
53,330,1,1913,6,2,1.5785195065548023e-5,530,0330
53,330,1,1913,15,2,1.5785195065548023e-5,530,0330
53,330,1,1921,8,2,1.5785195065548023e-5,530,0330
53,330,2,1940,51,1,7.892597532774011e-6,530,0330
53,330,1,1933,30,1,7.892597532774011e-6,530,0330
53,330,1,1938,6,1,7.892597532774011e-6,530,0330
53,330,1,1917,51,1,7.892597532774011e-6,530,0330
53,330,2,1870,501,2,1.5785195065548023e-5,530,0330
53,330,1,1936,6,1,7.892597532774011e-6,530,0330
53,330,1,1896,457,1,7.892597532774011e-6,530,0330
53,330,1,1891,53,1,7.892597532774011e-6,530,0330
53,330,1,1936,501,2,1.5785195065548023e-5,530,0330
53,330,1,1938,501,1,7.892597532774011e-6,530,0330
53,330,1,1935,501,1,7.892597532774011e-6,530,0330
53,630,1,1925,53,4,3.1570390131096046e-5,530,0630
53,630,2,1926,53,5,3.946298766387006e-5,530,0630
53,630,2,1936,53,1,7.892597532774011e-6,530,0630
53,630,2,1902,501,3,2.3677792598322034e-5,530,0630
53,630,1,1897,501,2,1.5785195065548023e-5,530,0630
53,630,2,1897,501,1,7.892597532774011e-6,530,0630
53,530,2,1913,6,2,1.5785195065548023e-5,530,0530
53,530,1,1925,501,1,7.892597532774011e-6,530,0530
53,530,2,1913,15,1,7.892597532774011e-6,530,0530
53,530,2,1908,6,1,7.892597532774011e-6,530,0530
53,530,2,1914,501,1,7.892597532774011e-6,530,0530
53,530,2,1914,6,2,1.5785195065548023e-5,530,0530
53,530,2,1923,501,1,7.892597532774011e-6,530,0530
53,530,2,1911,6,1,7.892597532774011e-6,530,0530
53,530,2,1913,501,1,7.892597532774011e-6,530,0530
53,530,2,1908,501,1,7.892597532774011e-6,530,0530
53,530,2,1911,15,1,7.892597532774011e-6,530,0530
54,450,1,1898,501,1,7.892597532774011e-6,540,0450
55,250,2,1928,55,1,7.892597532774011e-6,550,0250
55,790,2,1914,15,1,7.892597532774011e-6,550,0790
55,790,2,1904,55,1,7.892597532774011e-6,550,0790
56,10,2,1931,56,1,7.892597532774011e-6,560,0010
56,10,1,1928,56,1,7.892597532774011e-6,560,0010
56,30,1,1888,501,1,7.892597532774011e-6,560,0030
56,50,2,1905,15,1,7.892597532774011e-6,560,0050
56,70,1,1930,56,1,7.892597532774011e-6,560,0070
56,70,2,1925,56,1,7.892597532774011e-6,560,0070
56,70,1,1923,56,1,7.892597532774011e-6,560,0070
56,70,2,1889,501,2,1.5785195065548023e-5,560,0070
56,70,1,1885,501,2,1.5785195065548023e-5,560,0070
56,90,2,1931,56,1,7.892597532774011e-6,560,0090
56,130,1,1902,501,1,7.892597532774011e-6,560,0130
56,130,1,1926,31,1,7.892597532774011e-6,560,0130
56,130,1,1917,31,1,7.892597532774011e-6,560,0130
56,130,1,1919,56,1,7.892597532774011e-6,560,0130
56,150,2,1930,56,1,7.892597532774011e-6,560,0150
56,190,1,1919,56,1,7.892597532774011e-6,560,0190
56,210,1,1899,501,2,1.5785195065548023e-5,560,0210
56,210,1,1885,501,4,3.1570390131096046e-5,560,0210
56,210,1,1918,8,1,7.892597532774011e-6,560,0210
56,210,1,1926,8,1,7.892597532774011e-6,560,0210
56,210,2,1922,56,1,7.892597532774011e-6,560,0210
56,210,2,1915,56,1,7.892597532774011e-6,560,0210
56,210,1,1904,15,1,7.892597532774011e-6,560,0210
56,210,2,1927,56,1,7.892597532774011e-6,560,0210
56,210,1,1915,8,1,7.892597532774011e-6,560,0210
56,210,1,1884,501,3,2.3677792598322034e-5,560,0210
56,210,2,1894,501,1,7.892597532774011e-6,560,0210
56,210,2,1922,53,1,7.892597532774011e-6,560,0210
56,210,1,1935,56,2,1.5785195065548023e-5,560,0210
56,210,2,1938,56,1,7.892597532774011e-6,560,0210
56,210,2,1933,56,1,7.892597532774011e-6,560,0210
56,210,2,1930,56,1,7.892597532774011e-6,560,0210
56,230,1,1905,56,1,7.892597532774011e-6,560,0230
56,230,1,1933,56,1,7.892597532774011e-6,560,0230
56,230,1,1928,56,1,7.892597532774011e-6,560,0230
56,230,2,1933,56,1,7.892597532774011e-6,560,0230
56,230,2,1937,56,1,7.892597532774011e-6,560,0230
56,230,2,1892,501,1,7.892597532774011e-6,560,0230
56,250,1,1889,501,1,7.892597532774011e-6,560,0250
56,290,2,1935,56,1,7.892597532774011e-6,560,0290
56,290,1,1936,56,1,7.892597532774011e-6,560,0290
56,290,2,1937,56,2,1.5785195065548023e-5,560,0290
56,290,1,1927,56,1,7.892597532774011e-6,560,0290
56,290,1,1875,501,1,7.892597532774011e-6,560,0290
56,330,1,1883,501,2,1.5785195065548023e-5,560,0330
56,330,2,1922,56,2,1.5785195065548023e-5,560,0330
56,330,1,1921,56,1,7.892597532774011e-6,560,0330
56,330,2,1926,56,1,7.892597532774011e-6,560,0330
56,330,1,1900,501,1,7.892597532774011e-6,560,0330
56,330,2,1908,15,1,7.892597532774011e-6,560,0330
56,370,1,1896,501,2,1.5785195065548023e-5,560,0370
56,370,1,1884,501,3,2.3677792598322034e-5,560,0370
56,370,2,1918,56,2,1.5785195065548023e-5,560,0370
56,370,2,1915,49,1,7.892597532774011e-6,560,0370
56,370,2,1939,56,1,7.892597532774011e-6,560,0370
56,370,2,1922,56,1,7.892597532774011e-6,560,0370
56,370,1,1871,501,1,7.892597532774011e-6,560,0370
56,370,1,1931,56,1,7.892597532774011e-6,560,0370
56,370,2,1897,501,1,7.892597532774011e-6,560,0370
56,370,1,1929,49,1,7.892597532774011e-6,560,0370
56,370,2,1903,501,1,7.892597532774011e-6,560,0370
56,430,2,1912,8,1,7.892597532774011e-6,560,0430
56,430,1,1931,56,3,2.3677792598322034e-5,560,0430
56,430,1,1939,56,2,1.5785195065548023e-5,560,0430
56,430,1,1881,501,1,7.892597532774011e-6,560,0430
56,430,1,1936,56,1,7.892597532774011e-6,560,0430
56,430,1,1934,56,1,7.892597532774011e-6,560,0430
1,850,1,1888,1,1,7.892597532774011e-6,010,0850
1,970,1,1888,501,1,7.892597532774011e-6,010,0970
4,130,1,1881,501,7,5.524818272941808e-5,040,0130
4,130,2,1893,501,2,1.5785195065548023e-5,040,0130
4,130,2,1920,6,5,3.946298766387006e-5,040,0130
4,130,1,1927,6,4,3.1570390131096046e-5,040,0130
4,130,2,1929,6,2,1.5785195065548023e-5,040,0130
4,130,2,1922,4,7,5.524818272941808e-5,040,0130
4,130,1,1905,501,1,7.892597532774011e-6,040,0130
4,130,2,1936,49,1,7.892597532774011e-6,040,0130
4,130,1,1915,4,2,1.5785195065548023e-5,040,0130
4,130,1,1930,4,6,4.735558519664407e-5,040,0130
4,130,2,1899,501,4,3.1570390131096046e-5,040,0130
4,130,1,1926,4,4,3.1570390131096046e-5,040,0130
4,130,1,1891,501,3,2.3677792598322034e-5,040,0130
4,130,2,1903,501,1,7.892597532774011e-6,040,0130
4,130,2,1893,15,1,7.892597532774011e-6,040,0130
4,130,2,1910,6,1,7.892597532774011e-6,040,0130
4,170,2,1934,4,3,2.3677792598322034e-5,040,0170
4,170,1,1900,501,1,7.892597532774011e-6,040,0170
4,170,2,1923,4,2,1.5785195065548023e-5,040,0170
4,170,2,1922,6,1,7.892597532774011e-6,040,0170
4,170,1,1919,4,1,7.892597532774011e-6,040,0170
4,190,1,1883,501,1,7.892597532774011e-6,040,0190
4,270,2,1920,4,1,7.892597532774011e-6,040,0270
6,10,2,1875,501,4,3.1570390131096046e-5,060,0010
6,10,2,1874,501,4,3.1570390131096046e-5,060,0010
6,10,2,1898,6,1,7.892597532774011e-6,060,0010
6,10,1,1935,501,1,7.892597532774011e-6,060,0010
6,10,2,1923,501,1,7.892597532774011e-6,060,0010
6,10,2,1914,49,1,7.892597532774011e-6,060,0010
6,10,2,1933,501,2,1.5785195065548023e-5,060,0010
6,10,1,1938,501,1,7.892597532774011e-6,060,0010
6,10,2,1867,501,1,7.892597532774011e-6,060,0010
6,10,1,1905,500,1,7.892597532774011e-6,060,0010
6,10,2,1913,501,1,7.892597532774011e-6,060,0010
6,10,1,1922,8,1,7.892597532774011e-6,060,0010
6,10,2,1918,8,1,7.892597532774011e-6,060,0010
6,70,2,1918,6,5,3.946298766387006e-5,060,0070
6,70,1,1916,6,3,2.3677792598322034e-5,060,0070
6,70,2,1926,6,4,3.1570390131096046e-5,060,0070
6,70,2,1896,15,1,7.892597532774011e-6,060,0070
6,70,2,1881,501,1,7.892597532774011e-6,060,0070
6,70,1,1877,501,1,7.892597532774011e-6,060,0070
6,70,1,1929,6,3,2.3677792598322034e-5,060,0070
6,70,1,1914,6,1,7.892597532774011e-6,060,0070
6,70,2,1932,6,2,1.5785195065548023e-5,060,0070
6,70,1,1935,6,2,1.5785195065548023e-5,060,0070
6,70,1,1902,15,2,1.5785195065548023e-5,060,0070
6,70,2,1887,501,1,7.892597532774011e-6,060,0070
6,70,2,1913,6,1,7.892597532774011e-6,060,0070
6,90,1,1916,6,1,7.892597532774011e-6,060,0090
6,110,2,1921,6,5,3.946298766387006e-5,060,0110
6,110,1,1916,6,2,1.5785195065548023e-5,060,0110
6,110,2,1930,6,1,7.892597532774011e-6,060,0110
6,110,1,1940,6,1,7.892597532774011e-6,060,0110
6,110,1,1928,6,3,2.3677792598322034e-5,060,0110
6,110,1,1903,501,2,1.5785195065548023e-5,060,0110
6,110,1,1909,6,1,7.892597532774011e-6,060,0110
6,110,1,1877,501,1,7.892597532774011e-6,060,0110
6,110,1,1894,15,1,7.892597532774011e-6,060,0110
6,110,1,1894,501,1,7.892597532774011e-6,060,0110
6,130,1,1880,501,13,1.0260376792606214e-4,060,0130
6,130,2,1918,6,11,8.681857286051412e-5,060,0130
6,130,1,1919,6,11,8.681857286051412e-5,060,0130
